Timestamp,Facility,Region,Energy_Consumption_kWh,CO2_Emissions_kg,Water_Usage_Liters,Waste_Generated_kg,Renewable_Energy_Percentage,Recycled_Waste_Percentage,Supplier,Fleet_EV_Percentage,Heat_Generation_MWh,Electricity_Generation_MWh,Sustainability_Score
03/13/2024,ABB Vaasa Factory,East,1339.68,2737.29,52255.54,142.79,88.2,86.14,Oy EL-Ho Oy,93.74,198.61,366.32,89.24
03/14/2024,Wartsila Smart Technology Hub,East,2195.2,575.13,40344.58,731.23,91.34,86.43,LEKO Logistics,88.76,346.07,471.25,89.09
03/15/2024,Wartsila Smart Technology Hub,West,1802.41,1610.82,14809.07,964.81,86.1,80.6,KWH Logistics,76.36,423.93,339.5,81.53
03/16/2024,ABB Vaasa Factory,East,2795.61,517.03,41592.64,1049.35,85.59,90.39,LEKO Logistics,81.02,388.44,733.87,85.66
03/17/2024,Wartsila Smart Technology Hub,West,5227.92,1804.38,43934.27,1143.87,79.84,78.74,LEKO Logistics,89.16,490.56,748.16,82.31
03/18/2024,Vaasa Logistics Center,West,2449.15,985.38,30935.69,494.23,76.86,81.47,KWH Logistics,76.35,307.87,620.71,78.09
03/19/2024,ABB Vaasa Factory,East,4209.92,2310.56,38675.98,622.87,92.94,83.51,Wasaline,86.64,350.02,741.3,88.22
03/20/2024,Vaskiluoto Power Plant,West,2582.2,1864.33,35679.42,292.49,93.01,85.15,LEKO Logistics,81.92,253.26,432.82,87.32
03/21/2024,Wartsila Smart Technology Hub,East,2749.19,1061.08,15748.12,549.29,87.66,79.85,KWH Logistics,87.42,94.02,122.99,85.24
03/22/2024,ABB Vaasa Factory,North,604.15,2525.35,18753.02,1017.89,81.78,77.3,KWH Logistics,75.91,395.18,417.01,78.68
03/23/2024,Vaasa Logistics Center,South,826.04,1719.99,13555.29,871.14,81.98,87.21,Wasaline,92.43,315.7,710.47,86.69
03/24/2024,ABB Vaasa Factory,West,4195.21,1219.04,14267.89,91.95,89.52,80.77,Oy EL-Ho Oy,94.47,87.26,286.97,88.38
03/25/2024,Wartsila Smart Technology Hub,North,1269.54,1873.55,9818.49,901.89,92.94,86.62,KWH Logistics,94.38,490.5,256.41,91.48
03/26/2024,Kivihaka Distribution Center,South,874.48,346.24,14566.16,1011.06,92.74,78.09,LEKO Logistics,89.99,401.71,157.04,87.52
03/27/2024,Vaskiluoto Power Plant,South,1979.93,1959.62,38433.09,842.95,90.6,84.62,KWH Logistics,77.6,150.4,202.84,84.91
03/28/2024,ABB Vaasa Factory,South,1110.95,3077.08,54953.39,196.15,87.84,85.65,Ahola Transport,90.17,422.28,637.56,87.88
03/29/2024,Vaasa Logistics Center,North,3395.28,2595.38,25523.03,400.84,76.68,76.04,KWH Logistics,75.49,430.06,313.87,76.13
03/30/2024,Wartsila Smart Technology Hub,East,1084.14,1364.76,19802.59,944.97,78.23,81.73,LEKO Logistics,75.44,277.74,780.1,78.45
03/31/2024,Vaskiluoto Power Plant,East,4395.57,388.68,33356.07,857.57,92.97,77.69,Oy EL-Ho Oy,81.47,486.43,382.89,84.94
04/01/2024,Vaasa Logistics Center,East,2787.01,487.48,44730.45,784.05,87.13,76.27,Ahola Transport,84.77,234.85,514.47,83.16
04/02/2024,Vaasa Logistics Center,South,4335.45,2168.38,18915.06,557.62,75.18,94.8,LEKO Logistics,90.41,315.49,822.95,85.64
04/03/2024,Wartsila Smart Technology Hub,East,2072.81,751.82,12244.51,1056.31,77.03,81.45,LEKO Logistics,88.67,265.83,527.74,81.85
04/04/2024,Vaskiluoto Power Plant,West,3591.93,1267.99,18764.16,561.03,88.27,91.2,Oy EL-Ho Oy,83.92,102.24,663.98,87.84
04/05/2024,ABB Vaasa Factory,West,752.62,2115.12,27108.75,435.75,75.1,80.09,Wasaline,80.47,386.39,965.02,78.21
04/06/2024,Kivihaka Distribution Center,South,2583.04,1846.46,14562.87,687.59,78.22,88.63,Wasaline,94.94,402.38,432.79,86.36
04/07/2024,ABB Vaasa Factory,North,4359.98,2210.54,32672.75,926.93,85.97,90.2,KWH Logistics,83.52,311.35,407.65,86.51
04/08/2024,Wartsila Smart Technology Hub,East,4126.77,448.76,23356.17,626.17,88.84,86.91,KWH Logistics,84.03,434.43,404.14,86.82
04/09/2024,Kivihaka Distribution Center,South,3263.77,1672.24,27538.05,165.29,88.04,84.43,Ahola Transport,78.27,320.43,200.17,84.03
04/10/2024,Vaskiluoto Power Plant,North,4144.36,540.4,13749.31,236.92,79.49,83.24,Wasaline,90.9,471.41,917.6,84.03
04/11/2024,ABB Vaasa Factory,East,1399.56,644.87,28876.96,285.59,89.24,81.98,KWH Logistics,88.87,269.18,386.96,86.95
04/12/2024,Wartsila Smart Technology Hub,North,3767.28,1017.58,17280.99,733.2,79.74,93.59,Ahola Transport,79.42,274.18,222.46,83.8
04/13/2024,Vaskiluoto Power Plant,West,2635.32,1924.0,23986.62,260.34,81.51,91.61,KWH Logistics,76.65,490.38,990.41,83.08
04/14/2024,ABB Vaasa Factory,East,2528.53,2674.12,13634.67,779.83,89.93,94.3,Ahola Transport,88.61,352.98,822.09,90.85
04/15/2024,ABB Vaasa Factory,South,6173.83,1190.97,28132.49,863.46,87.99,77.49,KWH Logistics,88.09,298.08,905.31,84.87
04/16/2024,ABB Vaasa Factory,North,919.9,1662.74,24080.12,588.24,91.98,89.62,LEKO Logistics,80.47,149.7,854.05,87.82
04/17/2024,Vaskiluoto Power Plant,West,2980.43,1072.32,30620.65,109.71,88.15,93.77,Oy EL-Ho Oy,94.02,267.18,126.32,91.6
04/18/2024,Vaskiluoto Power Plant,West,2206.49,1287.25,18326.1,359.04,86.37,78.62,KWH Logistics,78.02,332.4,398.86,81.54
04/19/2024,Vaasa Logistics Center,South,3245.66,990.04,28982.26,965.8,76.87,76.33,Oy EL-Ho Oy,83.65,480.77,768.78,78.74
04/20/2024,Kivihaka Distribution Center,West,3950.79,1872.59,37265.38,663.52,82.35,89.82,LEKO Logistics,93.87,450.04,358.76,88.05
04/21/2024,Vaskiluoto Power Plant,South,904.14,355.45,45126.61,211.56,80.3,86.49,LEKO Logistics,83.39,343.3,382.33,83.09
04/22/2024,Wartsila Smart Technology Hub,West,3786.62,1835.91,36771.47,141.05,79.88,91.84,LEKO Logistics,87.77,131.76,915.19,85.83
04/23/2024,Kivihaka Distribution Center,North,3419.21,2223.29,36995.49,517.89,94.46,77.8,KWH Logistics,82.95,387.52,669.98,86.01
04/24/2024,Vaasa Logistics Center,South,722.05,377.65,35292.68,682.35,82.86,90.91,Oy EL-Ho Oy,80.48,396.97,540.55,84.56
04/25/2024,Vaskiluoto Power Plant,West,1061.62,2303.34,32031.14,265.45,92.84,79.03,Oy EL-Ho Oy,94.68,164.8,788.3,89.25
04/26/2024,Kivihaka Distribution Center,South,5522.15,929.95,11320.25,527.24,87.62,78.27,LEKO Logistics,83.19,119.91,411.06,83.49
04/27/2024,Wartsila Smart Technology Hub,West,2652.81,846.87,11885.69,840.23,90.9,78.29,LEKO Logistics,92.88,88.59,984.53,87.71
04/28/2024,Kivihaka Distribution Center,North,4579.81,1731.5,24894.19,1029.73,85.05,91.29,Oy EL-Ho Oy,79.6,438.76,812.85,85.29
04/29/2024,Vaasa Logistics Center,West,1013.1,621.8,50134.6,346.93,86.54,88.3,Ahola Transport,79.26,77.52,350.52,84.89
04/30/2024,Wartsila Smart Technology Hub,South,5118.37,2072.54,45625.25,341.78,84.85,85.46,KWH Logistics,75.62,209.39,501.11,82.27
05/01/2024,Vaskiluoto Power Plant,East,3332.49,2184.94,13988.46,436.02,78.9,82.18,Oy EL-Ho Oy,88.03,67.67,992.83,82.62
05/02/2024,Wartsila Smart Technology Hub,West,6136.21,940.87,57355.65,1189.06,89.45,92.54,Wasaline,82.37,405.7,152.75,88.25
05/03/2024,Wartsila Smart Technology Hub,East,4055.14,1409.35,10852.5,847.65,80.62,82.85,Oy EL-Ho Oy,92.29,173.81,976.01,84.79
05/04/2024,Vaasa Logistics Center,North,1946.7,2230.97,43391.44,482.35,75.49,91.33,LEKO Logistics,84.46,396.36,985.67,82.93
05/05/2024,Wartsila Smart Technology Hub,North,2304.71,593.04,41669.89,240.65,87.91,83.78,Wasaline,94.36,142.5,484.75,88.61
05/06/2024,Wartsila Smart Technology Hub,North,1241.62,543.3,10369.02,883.85,78.54,82.54,KWH Logistics,78.71,254.98,779.87,79.79
05/07/2024,Vaskiluoto Power Plant,East,6114.09,756.72,53609.21,938.43,93.81,84.25,Oy EL-Ho Oy,92.37,478.78,565.23,90.51
05/08/2024,Kivihaka Distribution Center,West,4023.54,1944.05,49606.83,1098.88,94.08,81.03,Wasaline,90.53,209.03,225.8,89.1
05/09/2024,Wartsila Smart Technology Hub,South,1255.9,2329.37,40941.38,134.78,93.3,89.95,Ahola Transport,90.42,165.23,778.74,91.43
05/10/2024,ABB Vaasa Factory,West,824.7,825.05,8606.58,295.07,82.4,85.05,LEKO Logistics,91.9,422.84,271.17,86.05
05/11/2024,Vaasa Logistics Center,West,2921.33,936.26,41821.44,1055.69,75.31,79.64,Wasaline,90.22,101.25,148.64,81.08
05/12/2024,Vaskiluoto Power Plant,West,4360.67,1360.35,46592.49,1040.86,93.57,92.99,LEKO Logistics,87.52,401.72,235.83,91.58
05/13/2024,Wartsila Smart Technology Hub,East,2688.05,1234.48,24088.54,565.83,83.56,82.68,Oy EL-Ho Oy,77.62,302.39,951.89,81.52
05/14/2024,Vaskiluoto Power Plant,South,968.64,2176.16,26725.59,865.26,94.33,85.87,LEKO Logistics,75.65,410.0,644.82,86.19
05/15/2024,Vaasa Logistics Center,South,4059.88,1508.07,33745.2,1005.26,94.27,93.13,Wasaline,93.42,311.36,726.66,93.67
05/16/2024,Vaskiluoto Power Plant,North,1409.67,441.74,30572.87,112.34,92.06,87.48,KWH Logistics,87.33,197.49,674.8,89.27
05/17/2024,ABB Vaasa Factory,North,2396.84,1347.79,36725.51,301.19,80.89,77.34,Wasaline,90.93,54.39,218.91,82.84
05/18/2024,Wartsila Smart Technology Hub,East,4083.76,1493.82,20541.49,299.01,82.7,93.8,Ahola Transport,84.63,289.39,232.77,86.61
05/19/2024,Vaasa Logistics Center,East,1774.9,1154.65,15749.29,188.56,92.02,87.55,Oy EL-Ho Oy,77.35,149.21,382.08,86.28
05/20/2024,Kivihaka Distribution Center,South,1846.45,284.25,14418.0,245.2,81.34,81.7,Oy EL-Ho Oy,77.5,129.14,951.6,80.3
05/21/2024,Vaasa Logistics Center,North,910.76,973.95,52539.97,351.04,78.39,77.79,Oy EL-Ho Oy,88.71,63.22,464.58,81.3
05/22/2024,Vaasa Logistics Center,East,4101.57,1162.18,7956.34,817.15,86.14,90.88,KWH Logistics,83.61,177.71,761.9,86.8
05/23/2024,Wartsila Smart Technology Hub,East,2092.23,2318.75,33732.08,697.45,93.72,87.4,Ahola Transport,79.01,457.34,627.41,87.41
05/24/2024,Wartsila Smart Technology Hub,West,2870.36,1428.35,40030.85,366.4,88.92,85.67,Wasaline,84.83,373.61,872.43,86.72
05/25/2024,Wartsila Smart Technology Hub,West,3150.33,1788.29,15919.79,271.95,86.4,92.88,KWH Logistics,76.28,184.37,215.25,85.31
05/26/2024,Vaskiluoto Power Plant,East,5380.34,1128.78,11243.94,1046.01,76.94,90.77,Oy EL-Ho Oy,86.64,449.65,275.21,84.0
05/27/2024,Vaskiluoto Power Plant,West,3326.25,2167.52,7388.74,692.27,87.3,78.03,Ahola Transport,80.38,327.44,486.42,82.44
05/28/2024,Wartsila Smart Technology Hub,North,2105.88,2952.16,20866.69,1044.92,94.8,81.23,Ahola Transport,90.95,422.69,234.01,89.58
05/29/2024,ABB Vaasa Factory,North,4383.08,1109.92,35543.3,112.77,77.8,79.97,LEKO Logistics,81.21,470.65,657.32,79.47
05/30/2024,ABB Vaasa Factory,South,4141.62,1231.97,25571.45,912.19,85.37,89.88,LEKO Logistics,84.1,456.49,107.81,86.34
05/31/2024,Vaskiluoto Power Plant,North,1036.13,913.72,26241.39,655.71,92.55,75.67,LEKO Logistics,75.23,491.73,551.72,82.29
06/01/2024,ABB Vaasa Factory,South,1163.47,540.91,21147.8,817.25,89.82,86.4,Ahola Transport,76.45,313.74,597.54,84.78
06/02/2024,ABB Vaasa Factory,South,2563.11,2347.95,44346.66,228.93,88.94,90.25,KWH Logistics,82.85,149.06,525.91,87.51
06/03/2024,Wartsila Smart Technology Hub,West,3693.19,2336.42,24049.27,894.93,89.05,92.54,Wasaline,84.6,299.5,560.8,88.76
06/04/2024,Kivihaka Distribution Center,North,2375.07,1020.24,26167.58,263.45,82.19,81.84,Wasaline,87.0,315.54,142.59,83.53
06/05/2024,Wartsila Smart Technology Hub,South,2651.75,1302.35,10161.7,511.52,80.87,91.43,LEKO Logistics,80.83,278.3,177.49,84.03
06/06/2024,Vaskiluoto Power Plant,North,1578.18,778.14,36723.44,162.38,91.19,77.21,LEKO Logistics,88.9,125.88,915.86,86.31
06/07/2024,Wartsila Smart Technology Hub,North,1852.48,1936.2,34721.6,619.42,91.2,91.93,Ahola Transport,92.2,269.89,542.76,91.72
06/08/2024,Kivihaka Distribution Center,West,1096.6,756.83,11320.56,1176.18,92.34,77.55,Ahola Transport,90.6,286.37,534.42,87.38
06/09/2024,Kivihaka Distribution Center,West,5257.93,454.66,46525.12,1200.19,93.26,82.95,LEKO Logistics,75.79,190.37,395.13,84.93
06/10/2024,ABB Vaasa Factory,North,934.47,1229.19,21008.09,697.44,85.23,90.95,Ahola Transport,84.61,316.48,237.59,86.76
06/11/2024,Wartsila Smart Technology Hub,North,5045.88,2316.54,16586.27,694.19,85.03,78.0,Oy EL-Ho Oy,77.1,354.96,683.45,80.54
06/12/2024,Vaskiluoto Power Plant,East,1516.59,2826.29,22750.96,817.79,90.97,79.59,LEKO Logistics,79.84,361.68,716.17,84.21
06/13/2024,ABB Vaasa Factory,South,1105.1,1406.61,20848.95,448.75,88.0,89.45,Wasaline,94.73,449.92,960.4,90.45
06/14/2024,Vaskiluoto Power Plant,East,2702.02,1357.82,12793.93,134.78,89.04,89.4,Oy EL-Ho Oy,77.85,155.9,427.13,85.79
06/15/2024,Vaasa Logistics Center,West,1579.19,1262.93,14052.19,264.93,90.92,87.82,KWH Logistics,84.98,173.11,856.59,88.21
06/16/2024,Vaskiluoto Power Plant,North,3588.36,905.99,9037.65,612.58,92.8,88.88,KWH Logistics,87.36,389.26,275.51,89.99
06/17/2024,ABB Vaasa Factory,South,6205.82,1961.42,14420.52,645.17,81.76,85.85,Oy EL-Ho Oy,89.05,218.79,525.21,85.18
06/18/2024,Wartsila Smart Technology Hub,West,2579.3,2256.11,35361.9,138.11,82.51,80.04,Oy EL-Ho Oy,86.19,55.56,337.94,82.87
06/19/2024,Wartsila Smart Technology Hub,East,5599.89,1461.93,31702.3,1149.63,76.88,81.91,Ahola Transport,75.2,76.12,810.56,77.88
06/20/2024,Wartsila Smart Technology Hub,South,3750.81,2544.15,33150.89,242.0,86.57,78.63,LEKO Logistics,81.53,245.43,189.61,82.67
06/21/2024,ABB Vaasa Factory,North,6027.69,972.71,14105.69,543.26,75.72,93.17,Oy EL-Ho Oy,85.35,482.94,671.1,83.84
06/22/2024,ABB Vaasa Factory,North,1215.15,2440.25,50041.73,761.99,84.31,86.67,Ahola Transport,76.76,279.87,178.65,82.75
06/23/2024,Vaskiluoto Power Plant,South,3036.91,2133.13,15959.56,249.26,85.85,83.02,LEKO Logistics,82.01,251.94,972.93,83.85
06/24/2024,ABB Vaasa Factory,West,4302.34,2086.03,34880.51,481.82,80.73,84.24,LEKO Logistics,75.66,271.6,931.56,80.26
06/25/2024,ABB Vaasa Factory,West,1301.22,2067.32,14069.71,199.1,86.82,93.95,Oy EL-Ho Oy,76.57,289.18,545.91,85.88
06/26/2024,Wartsila Smart Technology Hub,West,4336.57,893.17,14769.58,428.36,75.61,78.07,Wasaline,82.94,102.49,939.86,78.55
06/27/2024,Vaskiluoto Power Plant,East,2637.24,2575.43,7460.55,945.73,75.75,86.72,Ahola Transport,77.65,491.08,235.57,79.61
06/28/2024,ABB Vaasa Factory,South,1740.67,2505.64,36911.83,357.77,91.45,85.12,Wasaline,86.35,229.6,784.24,88.02
06/29/2024,Kivihaka Distribution Center,East,1867.27,2045.16,20353.03,442.3,82.2,87.23,KWH Logistics,88.79,205.37,343.33,85.69
06/30/2024,Wartsila Smart Technology Hub,West,3063.67,1441.41,26311.79,265.51,77.54,75.36,Oy EL-Ho Oy,91.01,431.22,434.23,80.93
07/01/2024,Vaskiluoto Power Plant,West,676.16,1981.36,27901.15,350.71,85.44,92.44,LEKO Logistics,79.0,278.68,694.85,85.61
07/02/2024,ABB Vaasa Factory,West,3454.3,2221.64,29756.83,1031.84,90.4,93.64,Wasaline,78.35,83.03,384.9,87.76
07/03/2024,Wartsila Smart Technology Hub,West,2743.72,1337.17,36665.39,201.9,79.32,86.3,Oy EL-Ho Oy,77.09,268.42,773.17,80.74
07/04/2024,Vaskiluoto Power Plant,South,3643.56,1832.28,23606.96,229.24,87.46,88.93,Wasaline,87.73,143.55,323.93,87.98
07/05/2024,Vaasa Logistics Center,North,2275.18,1254.8,27474.18,505.37,76.71,93.45,KWH Logistics,89.13,174.72,415.35,85.46
07/06/2024,Vaasa Logistics Center,West,1974.64,1011.44,41484.37,1042.95,76.03,89.14,KWH Logistics,75.63,262.8,411.54,79.85
07/07/2024,Kivihaka Distribution Center,South,4733.95,1330.37,14576.99,373.54,85.63,78.05,KWH Logistics,93.72,431.74,468.15,85.78
07/08/2024,Vaasa Logistics Center,South,4359.26,2546.51,35676.16,165.26,85.81,86.53,LEKO Logistics,76.04,289.18,129.93,83.09
07/09/2024,Wartsila Smart Technology Hub,North,3918.83,933.96,38467.33,229.68,87.75,87.13,Ahola Transport,85.83,294.27,856.86,86.99
07/10/2024,Kivihaka Distribution Center,South,3319.15,469.55,46215.13,428.91,89.52,83.48,Oy EL-Ho Oy,89.18,468.33,809.17,87.61
07/11/2024,Vaasa Logistics Center,North,824.73,1756.38,6152.79,489.67,94.52,89.73,LEKO Logistics,92.42,79.14,871.61,92.45
07/12/2024,Vaskiluoto Power Plant,East,3793.5,802.36,21611.63,985.02,85.33,93.69,Wasaline,89.28,123.59,331.45,89.02
07/13/2024,Vaskiluoto Power Plant,East,3031.93,495.03,42791.79,471.8,81.46,93.51,Oy EL-Ho Oy,91.03,390.35,743.58,87.95
07/14/2024,ABB Vaasa Factory,East,2881.27,1407.69,12492.54,136.68,90.9,84.02,Wasaline,81.79,427.04,635.13,86.1
07/15/2024,ABB Vaasa Factory,South,3614.8,1928.58,23672.73,740.41,80.42,77.26,Wasaline,91.3,353.82,692.43,82.74
07/16/2024,Wartsila Smart Technology Hub,North,3747.97,1714.12,28115.6,123.71,83.78,94.7,Wasaline,76.6,158.93,558.06,84.9
07/17/2024,ABB Vaasa Factory,West,2494.87,1840.01,54559.91,1093.26,76.57,91.78,Oy EL-Ho Oy,92.9,277.21,491.99,86.03
07/18/2024,ABB Vaasa Factory,South,1980.76,1321.31,20840.74,768.82,75.51,77.49,Oy EL-Ho Oy,85.95,113.47,965.04,79.24
07/19/2024,Wartsila Smart Technology Hub,South,1126.62,1830.87,40089.63,105.23,94.25,93.42,KWH Logistics,91.35,436.94,580.11,93.13
07/20/2024,Vaasa Logistics Center,South,3344.33,941.87,18120.2,801.98,91.72,92.4,Oy EL-Ho Oy,84.05,279.65,575.25,89.62
07/21/2024,ABB Vaasa Factory,East,4049.05,640.78,46718.8,551.77,88.92,85.38,Wasaline,87.87,326.19,689.98,87.54
07/22/2024,Vaasa Logistics Center,East,1369.25,1392.09,39604.81,741.49,83.18,86.83,LEKO Logistics,85.53,59.94,942.73,84.98
07/23/2024,Kivihaka Distribution Center,West,5282.48,1459.59,39881.25,758.0,78.47,82.98,LEKO Logistics,89.63,350.7,477.27,83.17
07/24/2024,Wartsila Smart Technology Hub,South,3548.59,2649.79,29073.61,966.6,78.13,76.1,Ahola Transport,76.63,455.63,273.2,77.07
07/25/2024,ABB Vaasa Factory,West,2351.07,1857.84,28640.11,388.36,80.0,81.7,Oy EL-Ho Oy,76.21,363.57,116.11,79.38
07/26/2024,Wartsila Smart Technology Hub,West,2784.6,253.43,27593.67,206.15,85.98,91.06,Oy EL-Ho Oy,79.94,378.31,610.14,85.69
07/27/2024,Vaasa Logistics Center,South,534.85,1570.21,16859.15,821.47,89.29,75.09,Wasaline,78.19,233.26,492.31,81.7
07/28/2024,ABB Vaasa Factory,North,4238.87,2441.04,8133.11,449.76,88.2,81.67,KWH Logistics,92.44,401.71,265.67,87.51
07/29/2024,Vaasa Logistics Center,West,5954.12,1762.66,47004.58,460.43,80.6,82.96,Oy EL-Ho Oy,79.38,467.74,606.24,80.94
07/30/2024,Wartsila Smart Technology Hub,South,4629.3,2080.69,51334.24,728.01,94.1,85.75,Wasaline,94.52,357.3,453.57,91.72
07/31/2024,Vaskiluoto Power Plant,South,2065.08,1907.59,10897.91,345.1,89.76,93.4,KWH Logistics,81.74,208.24,660.69,88.44
08/01/2024,ABB Vaasa Factory,North,723.19,1092.96,34841.86,649.06,86.09,81.93,Ahola Transport,78.64,473.48,466.43,82.61
08/02/2024,Wartsila Smart Technology Hub,East,5501.06,848.28,6647.39,1292.08,87.23,81.94,Ahola Transport,90.79,135.22,124.53,86.71
08/03/2024,Wartsila Smart Technology Hub,North,772.22,2308.11,22245.66,342.1,83.39,89.75,Wasaline,88.17,346.51,776.51,86.73
08/04/2024,ABB Vaasa Factory,East,4789.91,1366.21,30139.65,730.11,79.95,84.04,LEKO Logistics,84.96,386.11,540.8,82.68
08/05/2024,Vaasa Logistics Center,East,5596.09,3160.89,12419.59,1096.64,82.12,79.49,Oy EL-Ho Oy,86.11,445.68,743.27,82.53
08/06/2024,ABB Vaasa Factory,East,4127.69,1570.41,31255.02,601.06,90.16,84.05,Oy EL-Ho Oy,89.38,136.42,234.26,88.09
08/07/2024,Vaskiluoto Power Plant,West,2140.27,1477.08,46832.26,1037.02,75.29,77.82,LEKO Logistics,79.57,244.83,224.55,77.33
08/08/2024,Wartsila Smart Technology Hub,East,2246.85,2094.71,31289.82,510.44,77.32,78.53,Wasaline,94.93,218.95,211.87,82.96
08/09/2024,ABB Vaasa Factory,South,3845.72,2399.67,55061.39,510.58,75.92,84.97,Wasaline,94.5,411.25,256.69,84.21
08/10/2024,Kivihaka Distribution Center,West,4932.75,386.91,36678.89,129.45,75.81,83.38,Ahola Transport,88.01,492.27,360.86,81.74
08/11/2024,Vaasa Logistics Center,South,1983.11,2306.09,25543.99,679.65,92.11,93.3,Ahola Transport,78.99,430.67,426.11,88.53
08/12/2024,Wartsila Smart Technology Hub,East,1878.46,1517.22,27361.94,805.17,89.07,82.25,Oy EL-Ho Oy,88.6,152.25,354.54,86.88
08/13/2024,Wartsila Smart Technology Hub,South,996.5,1464.96,6382.02,603.88,84.48,86.61,LEKO Logistics,76.44,308.82,987.76,82.71
08/14/2024,Vaskiluoto Power Plant,North,4469.32,1373.63,31798.44,297.03,76.96,87.65,Ahola Transport,75.61,357.16,800.01,79.76
08/15/2024,Vaasa Logistics Center,West,3243.61,1779.59,43923.02,610.68,84.83,75.26,Wasaline,80.15,443.81,665.91,80.56
08/16/2024,Vaasa Logistics Center,South,3459.91,1684.35,37140.12,270.51,84.47,88.27,Wasaline,84.25,434.12,327.45,85.54
08/17/2024,Kivihaka Distribution Center,East,4607.16,2319.13,19372.51,312.82,78.46,78.56,LEKO Logistics,92.37,154.06,582.59,82.66
08/18/2024,Vaskiluoto Power Plant,West,1341.13,2647.73,18954.28,824.37,83.68,94.22,KWH Logistics,89.54,344.49,156.83,88.6
08/19/2024,Vaasa Logistics Center,East,2196.66,2920.81,26142.61,842.74,82.97,77.97,Wasaline,89.85,230.57,783.52,83.54
08/20/2024,Kivihaka Distribution Center,East,1628.95,2165.94,14287.33,927.32,87.32,83.29,LEKO Logistics,83.51,309.09,107.64,84.97
08/21/2024,Kivihaka Distribution Center,East,2987.79,1742.02,29229.24,774.22,87.7,76.71,Oy EL-Ho Oy,81.92,385.03,781.9,82.67
08/22/2024,Vaasa Logistics Center,West,3841.13,1093.8,39616.54,938.76,75.91,94.94,LEKO Logistics,82.42,256.41,314.56,83.57
08/23/2024,Vaasa Logistics Center,North,4841.47,719.45,55167.65,690.88,82.49,85.04,Ahola Transport,94.75,202.64,897.75,86.94
08/24/2024,Vaskiluoto Power Plant,East,2120.09,1807.72,24158.18,316.93,87.52,86.91,Oy EL-Ho Oy,75.8,270.56,627.11,83.82
08/25/2024,Kivihaka Distribution Center,West,2319.56,972.79,17662.41,835.54,85.06,76.34,LEKO Logistics,92.34,315.54,968.89,84.63
08/26/2024,ABB Vaasa Factory,South,1175.16,2596.32,48664.4,291.69,92.13,90.0,LEKO Logistics,86.57,171.83,479.78,89.82
08/27/2024,Vaskiluoto Power Plant,North,1292.68,2556.74,50135.64,305.14,88.17,79.2,Ahola Transport,83.77,423.69,419.5,84.16
08/28/2024,Vaasa Logistics Center,West,1582.44,2940.21,9210.87,406.35,78.26,92.96,Ahola Transport,89.51,354.81,367.34,86.04
08/29/2024,Kivihaka Distribution Center,West,4652.82,2487.29,48132.66,654.02,76.41,79.1,Wasaline,84.73,271.52,296.99,79.72
08/30/2024,ABB Vaasa Factory,West,3139.43,1282.11,4636.53,220.52,87.85,78.81,LEKO Logistics,92.47,58.69,859.23,86.52
08/31/2024,Kivihaka Distribution Center,South,4419.76,622.19,25581.79,241.79,75.53,75.73,KWH Logistics,93.01,293.66,234.12,80.84
09/01/2024,Vaasa Logistics Center,East,4651.89,925.92,29497.02,985.56,86.72,84.44,Oy EL-Ho Oy,83.43,155.7,595.27,85.05
09/02/2024,ABB Vaasa Factory,West,6220.97,2352.22,10113.66,658.59,93.8,86.3,Ahola Transport,80.54,202.3,785.77,87.57
09/03/2024,ABB Vaasa Factory,East,4245.62,370.05,43616.34,1088.66,86.51,76.31,LEKO Logistics,86.85,250.04,850.25,83.55
09/04/2024,ABB Vaasa Factory,South,4468.86,2732.02,34486.64,686.3,82.76,90.51,LEKO Logistics,93.25,330.58,292.42,88.23
09/05/2024,ABB Vaasa Factory,East,4924.81,498.35,46241.89,381.72,87.87,84.07,Wasaline,79.21,91.47,572.24,84.13
09/06/2024,Vaskiluoto Power Plant,South,3218.5,2300.47,11678.93,514.56,84.17,85.49,Oy EL-Ho Oy,87.46,167.61,258.08,85.55
09/07/2024,Kivihaka Distribution Center,South,891.98,538.9,31135.51,845.36,85.91,83.82,Wasaline,87.63,103.78,870.11,85.8
09/08/2024,ABB Vaasa Factory,North,3269.94,543.05,54304.96,428.71,93.83,83.02,KWH Logistics,89.66,481.4,543.12,89.33
09/09/2024,Kivihaka Distribution Center,East,3226.49,1364.92,53867.34,920.03,82.72,86.19,KWH Logistics,77.63,393.1,775.78,82.24
09/10/2024,Kivihaka Distribution Center,South,3159.96,438.43,31013.24,613.75,94.22,78.1,LEKO Logistics,89.32,318.04,483.96,87.92
09/11/2024,Vaskiluoto Power Plant,West,4269.4,564.4,40346.8,899.06,93.11,78.64,Oy EL-Ho Oy,93.18,327.03,989.87,88.79
09/12/2024,Vaasa Logistics Center,West,2947.33,546.39,30370.04,849.55,78.92,92.24,Ahola Transport,78.59,330.48,656.85,82.82
09/13/2024,Vaskiluoto Power Plant,North,4091.6,1314.72,47016.16,168.0,76.39,93.92,KWH Logistics,79.75,238.89,922.27,82.66
09/14/2024,Wartsila Smart Technology Hub,North,4000.62,1828.44,33329.02,554.09,77.02,82.47,LEKO Logistics,94.43,153.15,858.57,83.87
09/15/2024,Vaskiluoto Power Plant,East,3587.34,2219.91,19493.16,543.25,75.36,80.41,Wasaline,78.62,385.89,682.02,77.86
