Timestamp,Facility,Region,Energy_Consumption_kWh,CO2_Emissions_kg,Water_Usage_Liters,Waste_Generated_kg,Renewable_Energy_Percentage,Recycled_Waste_Percentage,Supplier,Fleet_EV_Percentage,Heat_Generation_MWh,Electricity_Generation_MWh
03/22/2024,ABB Vaasa Factory,North,1275.91,5333.3,39604.53,2149.68,31.86,39.82,KWH Logistics,32.36,395.18,417.01
03/23/2024,Vaasa Logistics Center,South,1997.04,4158.23,32771.17,2106.07,23.72,44.39,Wasaline,0.61,315.7,710.47
03/24/2024,ABB Vaasa Factory,West,10354.4,3008.77,35215.24,226.94,34.73,21.89,Oy EL-Ho Oy,39.09,87.26,286.97
03/25/2024,Wartsila Smart Technology Hub,North,2972.93,4387.36,22992.34,2112.0,31.21,29.75,KWH Logistics,31.28,490.5,256.41
03/26/2024,Kivihaka Distribution Center,South,1475.61,584.25,24579.14,1706.07,31.33,30.13,LEKO Logistics,3.25,401.71,157.04
03/27/2024,Vaskiluoto Power Plant,South,3882.93,3843.1,75372.9,1653.14,12.29,10.84,KWH Logistics,6.81,150.4,202.84
03/28/2024,ABB Vaasa Factory,South,1872.92,5187.57,92644.44,330.69,20.44,10.44,Ahola Transport,33.78,422.28,637.56
03/29/2024,Vaasa Logistics Center,North,6978.99,5334.8,52462.59,823.92,42.16,31.89,KWH Logistics,28.37,430.06,313.87
03/30/2024,Wartsila Smart Technology Hub,East,2344.79,2951.7,42829.08,2043.78,23.36,41.35,LEKO Logistics,32.22,277.74,780.1
03/31/2024,Vaskiluoto Power Plant,East,8769.6,775.46,66548.64,1710.94,27.04,16.56,Oy EL-Ho Oy,38.38,486.43,382.89
04/01/2024,Vaasa Logistics Center,East,5712.23,999.13,91679.1,1606.99,2.61,24.05,Ahola Transport,33.66,234.85,514.47
04/02/2024,Vaasa Logistics Center,South,10294.73,5148.92,44914.7,1324.09,19.01,7.55,LEKO Logistics,34.86,315.49,822.95
04/03/2024,Wartsila Smart Technology Hub,East,3924.55,1423.46,23183.11,1999.96,41.82,7.48,LEKO Logistics,3.17,265.83,527.74
04/04/2024,Vaskiluoto Power Plant,West,8104.4,2860.93,42337.17,1265.85,19.47,24.88,Oy EL-Ho Oy,6.9,102.24,663.98
04/05/2024,ABB Vaasa Factory,West,1436.53,4037.13,51742.4,831.72,8.93,34.51,Wasaline,34.85,386.39,965.02
04/06/2024,Kivihaka Distribution Center,South,4873.3,3483.63,27475.02,1297.25,2.35,27.13,Wasaline,14.94,402.38,432.79
04/07/2024,ABB Vaasa Factory,North,10129.95,5135.95,75911.65,2153.63,28.58,6.38,KWH Logistics,14.79,311.35,407.65
04/08/2024,Wartsila Smart Technology Hub,East,10009.87,1088.5,56652.61,1518.84,43.57,33.3,KWH Logistics,36.95,434.43,404.14
04/09/2024,Kivihaka Distribution Center,South,5868.48,3006.8,49515.31,297.21,13.34,7.43,Ahola Transport,27.62,320.43,200.17
04/10/2024,Vaskiluoto Power Plant,North,8424.17,1098.46,27948.02,481.58,15.75,29.52,Wasaline,25.71,471.41,917.6
04/11/2024,ABB Vaasa Factory,East,3400.01,1566.61,70152.23,693.81,39.13,45.78,KWH Logistics,32.59,269.18,386.96
04/12/2024,Wartsila Smart Technology Hub,North,6289.57,1698.88,28851.02,1224.1,6.37,35.93,Ahola Transport,22.41,274.18,222.46
04/13/2024,Vaskiluoto Power Plant,West,6403.3,4674.93,58282.74,632.57,42.19,9.57,KWH Logistics,17.96,490.38,990.41
04/14/2024,ABB Vaasa Factory,East,4691.09,4961.2,25295.91,1446.79,47.69,35.71,Ahola Transport,37.51,352.98,822.09
04/15/2024,ABB Vaasa Factory,South,10346.01,1995.81,47143.97,1446.98,16.56,38.61,KWH Logistics,27.96,298.08,905.31
04/16/2024,ABB Vaasa Factory,North,2054.09,3712.83,53769.94,1313.52,34.19,22.36,LEKO Logistics,7.63,149.7,854.05
04/17/2024,Vaskiluoto Power Plant,West,6956.3,2502.8,71468.46,256.07,34.07,33.08,Oy EL-Ho Oy,8.25,267.18,126.32
04/18/2024,Vaskiluoto Power Plant,West,5200.59,3033.98,43193.71,846.23,32.16,0.81,KWH Logistics,18.88,332.4,398.86
04/19/2024,Vaasa Logistics Center,South,7045.74,2149.2,62915.32,2096.59,13.04,20.05,Oy EL-Ho Oy,32.52,480.77,768.78
04/20/2024,Kivihaka Distribution Center,West,9401.96,4456.33,88682.94,1579.03,2.94,43.26,LEKO Logistics,12.22,450.04,358.76
04/21/2024,Vaskiluoto Power Plant,South,1679.2,660.15,83811.12,392.91,38.71,35.87,LEKO Logistics,1.87,343.3,382.33
04/22/2024,Wartsila Smart Technology Hub,West,9180.61,4451.15,89151.95,341.98,34.63,36.19,LEKO Logistics,8.13,131.76,915.19
04/23/2024,Kivihaka Distribution Center,North,6812.74,4429.89,73713.16,1031.9,32.13,18.33,KWH Logistics,9.1,387.52,669.98
04/24/2024,Vaasa Logistics Center,South,1204.74,630.11,58885.97,1138.51,22.0,10.74,Oy EL-Ho Oy,0.56,396.97,540.55
04/25/2024,Vaskiluoto Power Plant,West,1886.33,4092.68,56914.5,471.67,24.55,34.48,Oy EL-Ho Oy,34.03,164.8,788.3
04/26/2024,Kivihaka Distribution Center,South,10557.72,1777.95,21643.02,1008.03,0.44,11.18,LEKO Logistics,10.84,119.91,411.06
04/27/2024,Wartsila Smart Technology Hub,West,5751.33,1836.03,25768.39,1821.63,46.97,4.26,LEKO Logistics,23.63,88.59,984.53
04/28/2024,Kivihaka Distribution Center,North,8727.12,3299.49,47437.45,1962.22,14.54,1.81,Oy EL-Ho Oy,2.39,438.76,812.85
04/29/2024,Vaasa Logistics Center,West,2004.52,1230.29,99196.23,686.44,26.14,9.88,Ahola Transport,21.97,77.52,350.52
04/30/2024,Wartsila Smart Technology Hub,South,10548.63,4271.37,94030.67,704.39,44.93,21.71,KWH Logistics,38.17,209.39,501.11
05/01/2024,Vaskiluoto Power Plant,East,7820.13,5127.26,32825.82,1023.17,22.15,23.59,Oy EL-Ho Oy,38.31,67.67,992.83
05/02/2024,Wartsila Smart Technology Hub,West,10628.77,1629.72,99347.97,2059.61,18.69,40.05,Wasaline,26.25,405.7,152.75
05/03/2024,Wartsila Smart Technology Hub,East,8276.52,2876.47,22149.91,1730.06,45.76,44.35,Oy EL-Ho Oy,21.91,173.81,976.01
05/04/2024,Vaasa Logistics Center,North,4435.17,5082.82,98858.55,1098.94,37.21,9.05,LEKO Logistics,15.87,396.36,985.67
05/05/2024,Wartsila Smart Technology Hub,North,4866.85,1252.33,87994.36,508.19,24.45,8.51,Wasaline,26.58,142.5,484.75
05/06/2024,Wartsila Smart Technology Hub,North,2571.56,1125.24,21475.69,1830.57,18.98,15.85,KWH Logistics,33.74,254.98,779.87
05/07/2024,Vaskiluoto Power Plant,East,10811.68,1338.13,94798.39,1659.45,12.25,22.55,Oy EL-Ho Oy,24.91,478.78,565.23
05/08/2024,Kivihaka Distribution Center,West,7359.38,3555.83,90734.88,2009.94,36.37,14.9,Wasaline,20.81,209.03,225.8
05/09/2024,Wartsila Smart Technology Hub,South,2267.54,4205.69,73919.96,243.35,1.73,21.41,Ahola Transport,25.02,165.23,778.74
05/10/2024,ABB Vaasa Factory,West,2050.44,2051.31,21398.42,733.62,30.68,33.82,LEKO Logistics,36.58,422.84,271.17
05/11/2024,Vaasa Logistics Center,West,6045.41,1937.51,86545.47,2184.65,4.57,0.5,Wasaline,20.8,101.25,148.64
05/12/2024,Vaskiluoto Power Plant,West,8786.91,2741.16,93885.58,2097.38,33.34,35.01,LEKO Logistics,11.6,401.72,235.83
05/13/2024,Wartsila Smart Technology Hub,East,6656.24,3056.86,59648.95,1401.14,41.12,36.2,Oy EL-Ho Oy,39.34,302.39,951.89
05/14/2024,Vaskiluoto Power Plant,South,2143.18,4814.92,59132.3,1914.46,29.07,37.43,LEKO Logistics,35.8,410.0,644.82
05/15/2024,Vaasa Logistics Center,South,7354.09,2731.72,61126.19,1820.94,43.53,11.91,Wasaline,11.07,311.36,726.66
05/16/2024,Vaskiluoto Power Plant,North,3298.08,1033.51,71528.55,262.83,49.2,44.74,KWH Logistics,0.67,197.49,674.8
05/17/2024,ABB Vaasa Factory,North,4726.91,2658.03,72428.05,593.99,39.32,0.81,Wasaline,11.73,54.39,218.91
05/18/2024,Wartsila Smart Technology Hub,East,9217.57,3371.74,46364.82,674.91,10.51,12.33,Ahola Transport,14.2,289.39,232.77
05/19/2024,Vaasa Logistics Center,East,4410.51,2869.24,39136.05,468.55,12.02,48.24,Oy EL-Ho Oy,17.32,149.21,382.08
05/20/2024,Kivihaka Distribution Center,South,4119.33,634.14,32165.79,547.03,27.52,11.61,Oy EL-Ho Oy,32.61,129.14,951.6
05/21/2024,Vaasa Logistics Center,North,1530.24,1636.41,88276.54,589.81,42.98,41.17,Oy EL-Ho Oy,9.58,63.22,464.58
05/22/2024,Vaasa Logistics Center,East,7320.22,2074.19,14199.96,1458.4,23.25,40.09,KWH Logistics,22.59,177.71,761.9
05/23/2024,Wartsila Smart Technology Hub,East,3534.68,3917.37,56988.02,1178.3,38.89,13.31,Ahola Transport,35.19,457.34,627.41
05/24/2024,Wartsila Smart Technology Hub,West,5768.74,2870.64,80452.57,736.38,41.1,40.15,Wasaline,33.89,373.61,872.43
05/25/2024,Wartsila Smart Technology Hub,West,7466.18,4238.19,37729.33,644.51,29.18,8.5,KWH Logistics,35.53,184.37,215.25
05/26/2024,Vaskiluoto Power Plant,East,10558.14,2215.06,22064.59,2052.64,23.5,41.37,Oy EL-Ho Oy,4.46,449.65,275.21
05/27/2024,Vaskiluoto Power Plant,West,6776.15,4415.62,15052.17,1410.27,10.64,36.39,Ahola Transport,25.77,327.44,486.42
05/28/2024,Wartsila Smart Technology Hub,North,3701.85,5189.5,36680.85,1836.83,41.53,20.51,Ahola Transport,0.55,422.69,234.01
05/29/2024,ABB Vaasa Factory,North,10445.44,2645.09,84704.25,268.74,16.48,15.85,LEKO Logistics,24.56,470.65,657.32
05/30/2024,ABB Vaasa Factory,South,8322.38,2475.58,51384.58,1833.01,36.7,10.8,LEKO Logistics,37.81,456.49,107.81
05/31/2024,Vaskiluoto Power Plant,North,2409.54,2124.88,61025.1,1524.88,23.37,41.18,LEKO Logistics,30.2,491.73,551.72
06/01/2024,ABB Vaasa Factory,South,2502.44,1163.42,45485.47,1757.77,23.9,41.93,Ahola Transport,30.68,313.74,597.54
06/02/2024,ABB Vaasa Factory,South,4681.72,4288.71,81002.69,418.15,32.24,13.19,KWH Logistics,26.23,149.06,525.91
06/03/2024,Wartsila Smart Technology Hub,West,7457.92,4718.1,48564.4,1807.2,45.19,28.99,Wasaline,21.61,299.5,560.8
06/04/2024,Kivihaka Distribution Center,North,4998.27,2147.08,55069.05,554.42,44.13,19.95,Wasaline,31.86,315.54,142.59
06/05/2024,Wartsila Smart Technology Hub,South,5537.22,2719.49,21219.05,1068.12,37.09,40.3,LEKO Logistics,17.12,278.3,177.49
06/06/2024,Vaskiluoto Power Plant,North,3208.4,1581.94,74657.93,330.12,13.08,41.65,LEKO Logistics,22.56,125.88,915.86
06/07/2024,Wartsila Smart Technology Hub,North,3325.79,3476.11,62336.44,1112.06,18.3,45.9,Ahola Transport,3.02,269.89,542.76
06/08/2024,Kivihaka Distribution Center,West,1895.86,1308.45,19571.63,2033.44,3.29,18.03,Ahola Transport,4.34,286.37,534.42
06/09/2024,Kivihaka Distribution Center,West,8895.66,769.22,78713.79,2030.54,16.86,5.87,LEKO Logistics,3.24,190.37,395.13
06/10/2024,ABB Vaasa Factory,North,1676.53,2205.3,37690.74,1251.28,0.21,46.18,Ahola Transport,31.25,316.48,237.59
06/11/2024,Wartsila Smart Technology Hub,North,10896.32,5002.44,35817.19,1499.07,12.7,36.85,Oy EL-Ho Oy,16.09,354.96,683.45
06/12/2024,Vaskiluoto Power Plant,East,2820.89,5256.97,42317.37,1521.11,15.93,10.18,LEKO Logistics,20.34,361.68,716.17
06/13/2024,ABB Vaasa Factory,South,2266.77,2885.23,42765.26,920.47,26.26,2.79,Wasaline,9.6,449.92,960.4
06/14/2024,Vaskiluoto Power Plant,East,5992.05,3011.12,28372.07,298.88,27.15,21.15,Oy EL-Ho Oy,14.51,155.9,427.13
06/15/2024,Vaasa Logistics Center,West,2779.41,2222.78,24732.18,466.28,40.69,47.06,KWH Logistics,6.56,173.11,856.59
06/16/2024,Vaskiluoto Power Plant,North,8801.8,2222.29,22168.21,1502.57,20.89,4.98,KWH Logistics,20.28,389.26,275.51
06/17/2024,ABB Vaasa Factory,South,10693.19,3379.7,24847.87,1111.68,14.15,33.46,Oy EL-Ho Oy,34.8,218.79,525.21
06/18/2024,Wartsila Smart Technology Hub,West,5239.33,4582.84,71830.64,280.54,1.34,47.98,Oy EL-Ho Oy,8.88,55.56,337.94
06/19/2024,Wartsila Smart Technology Hub,East,10617.11,2771.75,60105.95,2179.64,36.14,20.33,Ahola Transport,9.57,76.12,810.56
06/20/2024,Wartsila Smart Technology Hub,South,7052.11,4783.4,62328.84,455.0,31.7,42.83,LEKO Logistics,23.26,245.43,189.61
06/21/2024,ABB Vaasa Factory,North,10410.1,1679.91,24361.17,938.23,21.49,32.07,Oy EL-Ho Oy,2.74,482.94,671.1
06/22/2024,ABB Vaasa Factory,North,2304.33,4627.53,94895.71,1444.98,9.14,39.75,Ahola Transport,1.44,279.87,178.65
06/23/2024,Vaskiluoto Power Plant,South,5809.08,4080.31,30527.87,476.79,25.62,44.19,LEKO Logistics,22.2,251.94,972.93
06/24/2024,ABB Vaasa Factory,West,10408.95,5046.89,84388.93,1165.7,13.83,37.58,LEKO Logistics,31.33,271.6,931.56
06/25/2024,ABB Vaasa Factory,West,2583.42,4104.41,27933.73,395.28,2.69,47.62,Oy EL-Ho Oy,25.51,289.18,545.91
06/26/2024,Wartsila Smart Technology Hub,West,10084.26,2076.97,34345.15,996.11,35.6,45.97,Wasaline,24.32,102.49,939.86
06/27/2024,Vaskiluoto Power Plant,East,4817.0,4704.09,13626.9,1727.41,23.68,38.66,Ahola Transport,14.99,491.08,235.57
06/28/2024,ABB Vaasa Factory,South,3464.41,4986.91,73464.5,712.05,19.2,31.01,Wasaline,33.59,229.6,784.24
06/29/2024,Kivihaka Distribution Center,East,3483.42,3815.27,37968.85,825.11,0.05,24.17,KWH Logistics,11.29,205.37,343.33
06/30/2024,Wartsila Smart Technology Hub,West,7502.84,3529.97,64436.84,650.22,37.7,12.47,Oy EL-Ho Oy,20.64,431.22,434.23
07/01/2024,Vaskiluoto Power Plant,West,1621.65,4751.93,66915.9,841.12,18.49,0.58,LEKO Logistics,15.34,278.68,694.85
07/02/2024,ABB Vaasa Factory,West,6358.42,4089.43,54774.1,1899.33,23.47,24.54,Wasaline,17.46,83.03,384.9
07/03/2024,Wartsila Smart Technology Hub,West,6620.68,3226.64,88474.66,487.18,29.67,17.36,Oy EL-Ho Oy,32.31,268.42,773.17
07/04/2024,Vaskiluoto Power Plant,South,8795.54,4423.12,56987.05,553.38,3.69,38.34,Wasaline,35.56,143.55,323.93
07/05/2024,Vaasa Logistics Center,North,5653.73,3118.11,68272.11,1255.81,41.99,40.07,KWH Logistics,21.4,174.72,415.35
07/06/2024,Vaasa Logistics Center,West,3339.49,1710.54,70157.87,1763.83,30.81,26.02,KWH Logistics,20.64,262.8,411.54
07/07/2024,Kivihaka Distribution Center,South,8646.46,2429.89,26624.55,682.26,43.43,26.51,KWH Logistics,23.35,431.74,468.15
07/08/2024,Vaasa Logistics Center,South,9262.2,5410.63,75801.84,351.14,7.09,30.68,LEKO Logistics,20.95,289.18,129.93
07/09/2024,Wartsila Smart Technology Hub,North,8532.04,2033.42,83750.78,500.05,26.69,10.48,Ahola Transport,37.03,294.27,856.86
07/10/2024,Kivihaka Distribution Center,South,7062.91,999.17,98342.49,912.68,17.11,42.88,Oy EL-Ho Oy,6.85,468.33,809.17
07/11/2024,Vaasa Logistics Center,North,1486.18,3165.04,11087.5,882.39,37.82,21.7,LEKO Logistics,37.22,79.14,871.61
07/12/2024,Vaskiluoto Power Plant,East,7126.96,1507.41,40602.45,1850.58,33.62,39.76,Wasaline,39.26,123.59,331.45
07/13/2024,Vaskiluoto Power Plant,East,6937.43,1132.7,97912.96,1079.54,10.78,11.33,Oy EL-Ho Oy,37.47,390.35,743.58
07/14/2024,ABB Vaasa Factory,East,6626.32,3237.39,28730.24,314.33,39.13,37.14,Wasaline,7.53,427.04,635.13
07/15/2024,ABB Vaasa Factory,South,8613.25,4595.37,56406.73,1764.22,43.75,27.56,Wasaline,18.06,353.82,692.43
07/16/2024,Wartsila Smart Technology Hub,North,7044.25,3221.67,52842.86,232.52,9.75,39.0,Wasaline,8.11,158.93,558.06
07/17/2024,ABB Vaasa Factory,West,4512.54,3328.07,98684.07,1977.41,19.75,2.54,Oy EL-Ho Oy,0.76,277.21,491.99
07/18/2024,ABB Vaasa Factory,South,4372.46,2916.74,46005.11,1697.15,11.3,3.48,Oy EL-Ho Oy,20.57,113.47,965.04
07/19/2024,Wartsila Smart Technology Hub,South,2787.36,4529.74,99185.35,260.34,8.38,35.58,KWH Logistics,36.68,436.94,580.11
07/20/2024,Vaasa Logistics Center,South,8030.86,2261.74,43512.75,1925.82,12.89,13.69,Oy EL-Ho Oy,20.87,279.65,575.25
07/21/2024,ABB Vaasa Factory,East,6821.49,1079.53,78707.89,929.58,10.25,0.99,Wasaline,20.54,326.19,689.98
07/22/2024,Vaasa Logistics Center,East,2982.54,3032.28,86268.26,1615.13,47.63,15.98,LEKO Logistics,0.77,59.94,942.73
07/23/2024,Kivihaka Distribution Center,West,9537.83,2635.38,72008.01,1368.62,24.33,43.86,LEKO Logistics,18.82,350.7,477.27
07/24/2024,Wartsila Smart Technology Hub,South,6760.08,5047.87,55385.4,1841.38,18.65,45.22,Ahola Transport,20.83,455.63,273.2
07/25/2024,ABB Vaasa Factory,West,4935.21,3899.84,60119.3,815.21,19.64,18.53,Oy EL-Ho Oy,14.8,363.57,116.11
07/26/2024,Wartsila Smart Technology Hub,West,6312.31,574.49,62551.18,467.32,25.04,10.95,Oy EL-Ho Oy,30.37,378.31,610.14
07/27/2024,Vaasa Logistics Center,South,1260.61,3700.9,39736.16,1936.17,13.83,6.61,Wasaline,4.34,233.26,492.31
07/28/2024,ABB Vaasa Factory,North,8104.88,4667.35,15550.8,859.96,21.95,36.81,KWH Logistics,8.86,401.71,265.67
07/29/2024,Vaasa Logistics Center,West,10729.56,3176.38,84704.12,829.72,38.08,17.91,Oy EL-Ho Oy,31.97,467.74,606.24
07/30/2024,Wartsila Smart Technology Hub,South,8754.66,3934.89,97080.36,1376.77,18.19,41.32,Wasaline,18.57,357.3,453.57
07/31/2024,Vaskiluoto Power Plant,South,4080.69,3769.5,21534.79,681.93,2.84,9.19,KWH Logistics,3.62,208.24,660.69
08/01/2024,ABB Vaasa Factory,North,1770.83,2676.26,85315.12,1589.31,26.98,11.8,Ahola Transport,34.87,473.48,466.43
08/02/2024,Wartsila Smart Technology Hub,East,9265.76,1428.81,11196.59,2176.33,5.72,25.02,Ahola Transport,20.4,135.22,124.53
08/03/2024,Wartsila Smart Technology Hub,North,1379.6,4123.51,39742.64,611.17,34.28,39.75,Wasaline,13.73,346.51,776.51
08/04/2024,ABB Vaasa Factory,East,10445.45,2979.32,65726.1,1592.17,44.47,45.92,LEKO Logistics,19.74,386.11,540.8
08/05/2024,Vaasa Logistics Center,East,9389.5,5303.56,20838.45,1840.02,34.83,28.89,Oy EL-Ho Oy,22.43,445.68,743.27
08/06/2024,ABB Vaasa Factory,East,7932.12,3017.83,60062.34,1155.04,25.7,6.49,Oy EL-Ho Oy,20.39,136.42,234.26
08/07/2024,Vaskiluoto Power Plant,West,4143.91,2859.88,90675.05,2007.84,47.27,13.7,LEKO Logistics,13.75,244.83,224.55
08/08/2024,Wartsila Smart Technology Hub,East,4088.05,3811.23,56930.47,928.72,22.77,35.75,Wasaline,30.34,218.95,211.87
08/09/2024,ABB Vaasa Factory,South,6838.61,4267.18,97912.33,907.94,12.31,31.28,Wasaline,8.24,411.25,256.69
08/10/2024,Kivihaka Distribution Center,West,9284.37,728.23,69036.68,243.65,13.19,30.35,Ahola Transport,3.87,492.27,360.86
08/11/2024,Vaasa Logistics Center,South,4659.35,5418.21,60016.08,1596.85,14.48,46.01,Ahola Transport,2.27,430.67,426.11
08/12/2024,Wartsila Smart Technology Hub,East,4016.77,3244.32,58509.01,1721.73,49.61,12.12,Oy EL-Ho Oy,37.94,152.25,354.54
08/13/2024,Wartsila Smart Technology Hub,South,1701.63,2501.56,10897.95,1031.18,7.43,28.51,LEKO Logistics,4.53,308.82,987.76
08/14/2024,Vaskiluoto Power Plant,North,10045.15,3087.35,71469.52,667.59,15.04,17.43,Ahola Transport,26.26,357.16,800.01
08/15/2024,Vaasa Logistics Center,West,6836.8,3750.99,92579.95,1287.18,33.39,44.16,Wasaline,3.75,443.81,665.91
08/16/2024,Vaasa Logistics Center,South,7113.08,3462.79,76354.74,556.12,35.99,18.46,Wasaline,26.89,434.12,327.45
08/17/2024,Kivihaka Distribution Center,East,9443.2,4753.47,39707.44,641.19,5.32,42.5,LEKO Logistics,19.56,154.06,582.59
08/18/2024,Vaskiluoto Power Plant,West,2566.33,5066.58,36270.03,1577.48,8.73,32.59,KWH Logistics,14.91,344.49,156.83
08/19/2024,Vaasa Logistics Center,East,3731.91,4962.17,44413.76,1431.73,49.83,31.08,Wasaline,29.26,230.57,783.52
08/20/2024,Kivihaka Distribution Center,East,3634.93,4833.19,31881.51,2069.28,14.88,42.26,LEKO Logistics,8.62,309.09,107.64
08/21/2024,Kivihaka Distribution Center,East,7041.68,4105.63,68888.11,1824.71,12.5,24.99,Oy EL-Ho Oy,3.22,385.03,781.9
08/22/2024,Vaasa Logistics Center,West,8739.9,2488.76,90141.24,2136.0,17.39,46.59,LEKO Logistics,37.75,256.41,314.56
08/23/2024,Vaasa Logistics Center,North,8385.16,1246.05,95547.43,1196.57,29.97,39.99,Ahola Transport,3.44,202.64,897.75
08/24/2024,Vaskiluoto Power Plant,East,4006.51,3416.19,45653.64,598.93,28.57,16.52,Oy EL-Ho Oy,0.86,270.56,627.11
08/25/2024,Kivihaka Distribution Center,West,5073.61,2127.8,38633.27,1827.58,9.79,38.55,LEKO Logistics,35.5,315.54,968.89
08/26/2024,ABB Vaasa Factory,South,2086.62,4610.03,86408.59,517.92,15.4,48.35,LEKO Logistics,4.64,171.83,479.78
08/27/2024,Vaskiluoto Power Plant,North,2258.85,4467.68,87607.76,533.2,36.23,43.03,Ahola Transport,28.08,423.69,419.5
08/28/2024,Vaasa Logistics Center,West,2779.61,5164.58,16179.21,713.76,10.02,23.43,Ahola Transport,24.26,354.81,367.34
08/29/2024,Kivihaka Distribution Center,West,7970.09,4260.62,82449.25,1120.31,37.69,39.3,Wasaline,32.63,271.52,296.99
08/30/2024,ABB Vaasa Factory,West,6969.58,2846.3,10293.15,489.56,1.57,5.52,LEKO Logistics,19.95,58.69,859.23
08/31/2024,Kivihaka Distribution Center,South,8021.23,1129.19,46427.23,438.81,39.78,38.31,KWH Logistics,25.9,293.66,234.12
09/01/2024,Vaasa Logistics Center,East,9452.99,1881.53,59940.14,2002.74,28.62,5.52,Oy EL-Ho Oy,15.94,155.7,595.27
09/02/2024,ABB Vaasa Factory,West,10944.71,4138.32,17793.22,1158.68,46.54,35.43,Ahola Transport,21.87,202.3,785.77
09/03/2024,ABB Vaasa Factory,East,7780.17,678.13,79927.6,1994.98,29.22,26.71,LEKO Logistics,1.23,250.04,850.25
09/04/2024,ABB Vaasa Factory,South,8047.81,4919.99,62105.69,1235.93,13.25,5.67,LEKO Logistics,27.83,330.58,292.42
09/05/2024,ABB Vaasa Factory,East,9270.53,938.1,87046.45,718.56,16.17,29.86,Wasaline,25.77,91.47,572.24
09/06/2024,Vaskiluoto Power Plant,South,7390.6,5282.53,26818.16,1181.57,48.55,5.14,Oy EL-Ho Oy,29.22,167.61,258.08
09/07/2024,Kivihaka Distribution Center,South,1752.39,1058.73,61169.32,1660.81,26.94,9.19,Wasaline,0.43,103.78,870.11
09/08/2024,ABB Vaasa Factory,North,5477.9,909.74,90973.14,718.19,11.38,36.11,KWH Logistics,32.73,481.4,543.12
09/09/2024,Kivihaka Distribution Center,East,5492.1,2323.35,91692.59,1566.07,2.85,32.46,KWH Logistics,11.8,393.1,775.78
09/10/2024,Kivihaka Distribution Center,South,7732.97,1072.91,75894.77,1501.95,18.8,29.65,LEKO Logistics,34.28,318.04,483.96
09/11/2024,Vaskiluoto Power Plant,West,9860.89,1303.57,93187.65,2076.52,23.07,24.86,Oy EL-Ho Oy,33.52,327.03,989.87
09/12/2024,Vaasa Logistics Center,West,6913.0,1281.56,71233.36,1992.63,22.98,49.14,Ahola Transport,11.97,330.48,656.85
09/13/2024,Vaskiluoto Power Plant,North,7504.82,2411.47,86237.18,308.15,12.9,13.36,KWH Logistics,7.34,238.89,922.27
09/14/2024,Wartsila Smart Technology Hub,North,7098.87,3244.47,59140.46,983.21,34.22,2.87,LEKO Logistics,27.35,153.15,858.57
09/15/2024,Vaskiluoto Power Plant,East,8103.27,5014.45,44032.22,1227.12,46.59,28.45,Wasaline,22.21,385.89,682.02
09/16/2024,Vaasa Logistics Center,North,2758.65,1118.23,95838.67,1358.82,8.79,11.62,Oy EL-Ho Oy,32.0,141.9,236.72
09/17/2024,Wartsila Smart Technology Hub,South,3018.0,2486.46,24072.98,1449.34,35.0,23.17,LEKO Logistics,19.83,280.27,817.21
09/18/2024,Vaskiluoto Power Plant,West,7766.82,1660.7,41559.77,2067.01,47.23,23.53,Wasaline,19.53,356.03,594.82
09/19/2024,Vaskiluoto Power Plant,East,1788.14,3012.09,96360.63,1280.04,42.43,19.75,Wasaline,28.33,199.86,242.64
09/20/2024,Kivihaka Distribution Center,East,3298.45,1811.87,23007.03,1184.45,34.04,9.89,Wasaline,17.6,417.75,694.58
09/21/2024,Vaskiluoto Power Plant,West,3359.13,1314.37,67798.73,1901.6,18.68,36.98,Wasaline,28.82,249.05,741.49
09/22/2024,Wartsila Smart Technology Hub,West,1286.19,2019.67,46022.78,1090.06,31.9,4.51,Wasaline,22.06,82.79,742.74
09/23/2024,Vaasa Logistics Center,South,3804.61,2522.36,12574.74,2169.34,19.85,32.13,Ahola Transport,35.78,88.41,773.68
09/24/2024,Kivihaka Distribution Center,North,6046.25,2013.5,66124.6,562.96,45.86,2.07,Ahola Transport,35.39,128.11,611.26
09/25/2024,Vaasa Logistics Center,North,4643.24,2634.04,19049.12,1544.76,28.63,40.24,LEKO Logistics,24.98,257.41,277.53
09/26/2024,Vaskiluoto Power Plant,North,7710.36,759.14,59434.2,1016.46,39.83,15.86,KWH Logistics,28.52,175.89,176.27
09/27/2024,Vaasa Logistics Center,South,1228.04,4172.4,86792.59,663.35,46.45,30.51,Oy EL-Ho Oy,33.25,291.0,357.01
09/28/2024,ABB Vaasa Factory,East,5419.87,2831.71,75124.95,1257.22,47.63,37.56,Oy EL-Ho Oy,34.48,100.95,820.76
09/29/2024,Kivihaka Distribution Center,East,8800.14,1792.57,47756.32,2004.63,41.27,43.54,LEKO Logistics,16.26,282.79,524.11
09/30/2024,Wartsila Smart Technology Hub,East,5079.78,1721.74,30268.27,295.66,7.93,48.9,Ahola Transport,19.88,63.6,517.95
10/01/2024,ABB Vaasa Factory,West,8677.02,2423.2,20646.73,1459.01,19.96,3.74,Wasaline,24.06,439.67,833.07
10/02/2024,ABB Vaasa Factory,East,6886.41,1320.43,71228.67,1134.66,39.55,25.09,Wasaline,31.09,84.16,956.81
10/03/2024,Kivihaka Distribution Center,South,3859.55,4510.16,77061.22,956.72,0.29,4.15,Wasaline,19.81,436.44,286.69
